ref_area.label,indicator.label,source.label,sex.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Côte d'Ivoire,"Share of youth not in employment, education or training (NEET) by sex (%)",CIV - LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Sex: Total,2017,34.83,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,"Share of youth not in employment, education or training (NEET) by sex (%)",CIV - LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Sex: Male,2017,25.36,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,"Share of youth not in employment, education or training (NEET) by sex (%)",CIV - LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Sex: Female,2017,44.16,,,Repository: ILO-STATISTICS - Micro data processing
Cameroon,"Share of youth not in employment, education or training (NEET) by sex (%)",CMR - HS - Enquête sur l'emploi et le secteur informel,Sex: Total,2010,10.79,,,
Cameroon,"Share of youth not in employment, education or training (NEET) by sex (%)",CMR - HS - Enquête sur l'emploi et le secteur informel,Sex: Male,2010,4.68,,,
Cameroon,"Share of youth not in employment, education or training (NEET) by sex (%)",CMR - HS - Enquête sur l'emploi et le secteur informel,Sex: Female,2010,16.05,,,
Cameroon,"Share of youth not in employment, education or training (NEET) by sex (%)",CMR - HS - Autre Enquête auprès des Ménages,Sex: Total,2007,11.12,,,
Cameroon,"Share of youth not in employment, education or training (NEET) by sex (%)",CMR - HS - Autre Enquête auprès des Ménages,Sex: Male,2007,5.75,,,
Cameroon,"Share of youth not in employment, education or training (NEET) by sex (%)",CMR - HS - Autre Enquête auprès des Ménages,Sex: Female,2007,15.95,,,
Cameroon,"Share of youth not in employment, education or training (NEET) by sex (%)",CMR - HS - Enquête auprès des Ménages,Sex: Total,2014,17.01,,,Repository: ILO-STATISTICS - Micro data processing
Cameroon,"Share of youth not in employment, education or training (NEET) by sex (%)",CMR - HS - Enquête auprès des Ménages,Sex: Male,2014,10.54,,,Repository: ILO-STATISTICS - Micro data processing
Cameroon,"Share of youth not in employment, education or training (NEET) by sex (%)",CMR - HS - Enquête auprès des Ménages,Sex: Female,2014,23.07,,,Repository: ILO-STATISTICS - Micro data processing
"Congo, Democratic Republic of the","Share of youth not in employment, education or training (NEET) by sex (%)","COD - LFS - Enquête 1-2-3 sur l'Emploi, le Secteur Informel et les Conditions de Vie des Ménages",Sex: Total,2005,18.45,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Congo, Democratic Republic of the","Share of youth not in employment, education or training (NEET) by sex (%)","COD - LFS - Enquête 1-2-3 sur l'Emploi, le Secteur Informel et les Conditions de Vie des Ménages",Sex: Male,2005,13.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Congo, Democratic Republic of the","Share of youth not in employment, education or training (NEET) by sex (%)","COD - LFS - Enquête 1-2-3 sur l'Emploi, le Secteur Informel et les Conditions de Vie des Ménages",Sex: Female,2005,23.07,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Congo, Democratic Republic of the","Share of youth not in employment, education or training (NEET) by sex (%)","COD - LFS - Enquête 1-2-3 sur l'Emploi, le Secteur Informel et les Conditions de Vie des Ménages",Sex: Total,2012,21.36,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Congo, Democratic Republic of the","Share of youth not in employment, education or training (NEET) by sex (%)","COD - LFS - Enquête 1-2-3 sur l'Emploi, le Secteur Informel et les Conditions de Vie des Ménages",Sex: Male,2012,16.43,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Congo, Democratic Republic of the","Share of youth not in employment, education or training (NEET) by sex (%)","COD - LFS - Enquête 1-2-3 sur l'Emploi, le Secteur Informel et les Conditions de Vie des Ménages",Sex: Female,2012,25.79,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Congo,"Share of youth not in employment, education or training (NEET) by sex (%)",COG - LFS - Enquête sur l'emploi et le secteur informel,Sex: Total,2009,21.86,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Urban areas only
Congo,"Share of youth not in employment, education or training (NEET) by sex (%)",COG - LFS - Enquête sur l'emploi et le secteur informel,Sex: Male,2009,21.21,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Urban areas only
Congo,"Share of youth not in employment, education or training (NEET) by sex (%)",COG - LFS - Enquête sur l'emploi et le secteur informel,Sex: Female,2009,22.39,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Urban areas only
Congo,"Share of youth not in employment, education or training (NEET) by sex (%)",COG - HIES - Questionnaire des Indicateurs de Base du Bien-être,Sex: Total,2005,26.46,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Congo,"Share of youth not in employment, education or training (NEET) by sex (%)",COG - HIES - Questionnaire des Indicateurs de Base du Bien-être,Sex: Male,2005,23.67,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Congo,"Share of youth not in employment, education or training (NEET) by sex (%)",COG - HIES - Questionnaire des Indicateurs de Base du Bien-être,Sex: Female,2005,29.07,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cook Islands,"Share of youth not in employment, education or training (NEET) by sex (%)",COK - HIES - Household Income and Expenditure Survey,Sex: Total,2016,11.68,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
Cook Islands,"Share of youth not in employment, education or training (NEET) by sex (%)",COK - HIES - Household Income and Expenditure Survey,Sex: Male,2016,5.88,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
Cook Islands,"Share of youth not in employment, education or training (NEET) by sex (%)",COK - HIES - Household Income and Expenditure Survey,Sex: Female,2016,17.42,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
Cook Islands,"Share of youth not in employment, education or training (NEET) by sex (%)",COK - LFS - Labour Force Survey,Sex: Total,2019,12.6,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Cook Islands,"Share of youth not in employment, education or training (NEET) by sex (%)",COK - LFS - Labour Force Survey,Sex: Male,2019,8.55,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Cook Islands,"Share of youth not in employment, education or training (NEET) by sex (%)",COK - LFS - Labour Force Survey,Sex: Female,2019,16.91,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2002,29.94,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2002,19.69,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2002,39.85,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2003,28.09,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2003,18.15,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2003,37.83,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2004,28.74,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2004,18.52,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2004,38.77,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2005,27.72,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2005,16.91,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2005,38.4,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2006,27.43,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2006,16.57,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2006,38.12,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2007,26.69,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2007,16.89,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2007,36.36,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2008,25.44,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2008,15.55,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2008,35.25,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2009,24.83,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2009,15.32,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2009,34.38,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2010,23.56,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2010,14.44,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,"Share of youth not in employment, education or training (NEET) by sex (%)",COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2010,32.78,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
