"SDG_IND","Indicator","LOCATION2017","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","VUT","Vanuatu","2014","2014",95.09,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","VUT","Vanuatu","2018","2018",95.97657,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","RUS","Russian Federation","2010","2010",99.66278,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","RUS","Russian Federation","2018","2018",99.64997,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ERI","Eritrea","2018","2018",93.81868,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BHR","Bahrain","2010","2010",95.45447,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BHR","Bahrain","2016","2016",99.48031,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BHR","Bahrain","2017","2017",99.59822,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BHR","Bahrain","2018","2018",99.6872,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COG","Congo","2011","2011",80.91395,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COG","Congo","2018","2018",82.05479,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","EST","Estonia","2011","2011",99.9489,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SYC","Seychelles","2010","2010",98.97134,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SYC","Seychelles","2018","2018",99.07,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","WSM","Samoa","2011","2011",99.02962,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","WSM","Samoa","2018","2018",98.84151,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TJK","Tajikistan","2014","2014",99.9,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GNB","Guinea-Bissau","2014","2014",60.40235,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LKA","Sri Lanka","2010","2010",97.68654,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LKA","Sri Lanka","2016","2016",98.41123,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LKA","Sri Lanka","2017","2017",98.54505,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LKA","Sri Lanka","2018","2018",98.50948,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LBN","Lebanon","2018","2018",99.75182,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","NAM","Namibia","2011","2011",95.34632,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","NAM","Namibia","2018","2018",96.19844,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GAB","Gabon","2012","2012",88.50414,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GAB","Gabon","2018","2018",89.78366,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SDN","Sudan","2018","2018",73,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BRB","Barbados","2014","2014",99.9,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GRD","Grenada","2014","2014",98.95,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COM","Comoros","2012","2012",69.59522,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COM","Comoros","2018","2018",78.30236,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ABW","Aruba","2010","2010",98.96573,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ABW","Aruba","2018","2018",99.6,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRT","Portugal","2011","2011",99.43512,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRT","Portugal","2018","2018",99.66392,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","VUT","Vanuatu","2014","2014",95.6,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","VUT","Vanuatu","2018","2018",96.59661,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LBN","Lebanon","2018","2018",99.66274,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SRB","Serbia","2011","2011",99.26991,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SRB","Serbia","2016","2016",99.72468,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRI","Puerto Rico","2010","2010",98.85419,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRI","Puerto Rico","2017","2017",92.3897,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PLW","Palau","2013","2013",99.76959,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PLW","Palau","2015","2015",98.24561,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","HUN","Hungary","2014","2014",99,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CAF","Central African Republic","2010","2010",26.97133,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CAF","Central African Republic","2018","2018",28.70666,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GRD","Grenada","2014","2014",99.5,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TKM","Turkmenistan","2014","2014",99.8,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IRQ","Iraq","2012","2012",83.5,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IRQ","Iraq","2013","2013",80.8,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IRQ","Iraq","2014","2014",88.8,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IRQ","Iraq","2016","2016",90.9,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IRQ","Iraq","2017","2017",93.5,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ITA","Italy","2011","2011",99.8687,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ITA","Italy","2018","2018",99.95,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLE","Sierra Leone","2013","2013",64.5305,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLE","Sierra Leone","2018","2018",70.57611,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","JAM","Jamaica","2014","2014",93.86,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TJK","Tajikistan","2014","2014",99.9,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GMB","Gambia","2013","2013",60.7779,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GMB","Gambia","2015","2015",67.16138,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MOZ","Mozambique","2015","2015",62.66699,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MOZ","Mozambique","2017","2017",65.48977,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MRT","Mauritania","2017","2017",70.93633,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ERI","Eritrea","2018","2018",93.27239,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GUY","Guyana","2014","2014",96.33186,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HRV","Croatia","2011","2011",99.71204,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LSO","Lesotho","2014","2014",79.60804,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GMB","Gambia","2013","2013",65.97576,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GMB","Gambia","2015","2015",70.74348,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MHL","Marshall Islands","2011","2011",98.45878,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KGZ","Kyrgyzstan","2018","2018",99.81,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COG","Congo","2011","2011",76.94608,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COG","Congo","2018","2018",78.74231,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LVA","Latvia","2011","2011",99.83543,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LVA","Latvia","2018","2018",99.82,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BRN","Brunei Darussalam","2011","2011",99.36677,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BRN","Brunei Darussalam","2018","2018",99.70894,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PLW","Palau","2013","2013",99.8295,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PLW","Palau","2015","2015",99.17051,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PNG","Papua New Guinea","2010","2010",71.4,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","JAM","Jamaica","2014","2014",98.8,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HUN","Hungary","2014","2014",98.69,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GRD","Grenada","2014","2014",99.2,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","JAM","Jamaica","2014","2014",96.3,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CPV","Cabo Verde","2012","2012",98.12897,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CPV","Cabo Verde","2015","2015",98.11131,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SVN","Slovenia","2014","2014",99.9,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SSD","South Sudan","2018","2018",47.3692,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GHA","Ghana","2010","2010",85.71615,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GHA","Ghana","2018","2018",92.49097,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TLS","Timor-Leste","2010","2010",78.56844,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TLS","Timor-Leste","2018","2018",84.65051,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","HUN","Hungary","2014","2014",98.8,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SVN","Slovenia","2014","2014",99.8,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GLP","Guadeloupe","2014","2014",99.9,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MTQ","Martinique","2014","2014",99.8,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MTQ","Martinique","2014","2014",99.88,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GLP","Guadeloupe","2014","2014",99.8,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","NCL","New Caledonia","2014","2014",99.2,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NCL","New Caledonia","2014","2014",99.18,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MTQ","Martinique","2014","2014",99.7,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","NCL","New Caledonia","2014","2014",99.3,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GLP","Guadeloupe","2014","2014",99.82,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SMR","San Marino","2018","2018",100,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","FJI","Fiji","2017","2017",99.74434,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","FJI","Fiji","2017","2017",99.67991,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SMR","San Marino","2018","2018",100,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SMR","San Marino","2018","2018",100,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","FJI","Fiji","2017","2017",99.81083,,
